candidate_id,search_stage,search_resolution,pto_belt_shift_mm,drive_belt_shift_mm,inner_support_type,inner_support_thickness_mm,inner_kp000_shift_inward_mm,outer_kp000_shift_outward_mm,fastener_orientation,fastener_style,pto_nominal_clearance_mm,pto_residual_clearance_mm,drive_nominal_clearance_mm,drive_residual_clearance_mm,pulley_60t_to_fixed_mm,belt_to_wiring_mm,inner_support_center_gap_mm,track_outer_margin_mm,total_width_mm,left_pto_outer_end_y_mm,right_pto_outer_end_y_mm,belt_intersection_count,fastener_intersection_count,tool_access_intersection_count,clutch_intersection_count,track_intersection_count,aluminum_2020_stock_used,aluminum_2040_stock_used,added_part_count,total_y_change_mm,serviceability_score,score,status,rejection_reason
S1-DRIVE--08.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-8.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,7.5,2.5,11.0,19.5,8.0,16.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,-6.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--07.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-7.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,8.5,3.5,11.0,19.5,8.0,15.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,-3.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--06.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-6.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,9.5,4.5,11.0,19.5,8.0,14.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.0,4.0,0.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--05.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-5.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,10.5,5.5,11.0,19.5,8.0,13.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,5.0,4.0,3.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--04.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-4.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,11.5,6.5,11.0,19.5,8.0,12.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,4.0,4.0,6.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--03.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-3.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,12.5,7.5,11.0,19.5,8.0,11.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,3.0,4.0,9.0,FAIL,DRIVE_NOMINAL_LT_13;DRIVE_RESIDUAL_LT_8;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--02.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-2.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,13.5,8.5,11.0,19.5,8.0,10.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,2.0,4.0,12.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE--01.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,-1.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,14.5,9.5,11.0,19.5,8.0,9.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,1.0,4.0,15.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+00.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,0.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,15.5,10.5,11.0,19.5,8.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,0.0,4.0,18.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+01.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,1.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,16.5,11.5,11.0,19.5,8.0,7.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,1.0,4.0,15.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+02.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,2.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,17.5,12.5,11.0,19.5,8.0,6.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,2.0,4.0,12.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+03.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,3.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,18.5,13.5,11.0,19.5,8.0,5.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,3.0,4.0,9.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+04.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,4.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,19.5,14.5,11.0,19.5,8.0,4.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,4.0,4.0,6.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+05.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,5.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,20.5,15.5,11.0,19.5,8.0,3.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,5.0,4.0,3.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+06.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,6.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,21.5,16.5,11.0,19.5,8.0,2.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.0,4.0,0.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+07.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,7.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,22.5,17.5,11.0,19.5,8.0,1.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,-3.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+08.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,8.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,23.5,18.5,11.0,19.5,8.0,0.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,-6.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+09.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,9.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,24.5,19.5,11.0,19.5,8.0,-0.5,290.0,145.0,-145.0,0,0,0,0,1,8,7,0,9.0,4.0,-9.0,FAIL,DRIVE_ENVELOPE_OUTSIDE_TRACK_WIDTH;NONZERO_INTERSECTION;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-DRIVE-+10.0,STAGE_1_DRIVE_Y_POSITION,COARSE_1.00_MM,0.0,10.0,2020_UNCHANGED,20.0,0.0,0.0,V008_BASELINE_INWARD,STANDARD_RESERVED,5.5,0.5,25.5,20.5,11.0,19.5,8.0,-1.5,290.0,145.0,-145.0,0,0,0,0,1,8,7,0,10.0,4.0,-12.0,FAIL,DRIVE_ENVELOPE_OUTSIDE_TRACK_WIDTH;NONZERO_INTERSECTION;PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-1.00-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-1.0,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,7.5,2.5,15.5,10.5,13.0,18.5,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,37.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-1.00-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-1.0,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,7.75,2.75,15.5,10.5,13.25,18.5,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.5,4.0,40.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-1.00-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-1.0,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.0,3.0,15.5,10.5,13.5,18.5,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,44.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-1.00-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-1.0,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,13.75,18.5,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.5,4.0,47.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-1.00-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-1.0,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.0,18.5,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,9.0,4.0,51.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.75-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.75,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,7.75,2.75,15.5,10.5,13.25,18.75,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.75,4.0,42.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.75-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.75,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.0,3.0,15.5,10.5,13.5,18.75,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.25,4.0,46.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.75-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.75,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,13.75,18.75,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.75,4.0,49.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.75-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.75,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.0,18.75,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.25,4.0,53.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.75-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.75,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,14.25,18.75,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.75,4.0,56.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.50-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.5,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.0,3.0,15.5,10.5,13.5,19.0,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.5,4.0,48.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.50-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.5,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,13.75,19.0,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,52.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.50-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.5,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.0,19.0,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.5,4.0,55.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.50-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.5,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,14.25,19.0,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,59.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.50-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.5,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,9.0,4.0,15.5,10.5,14.5,19.0,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.5,4.0,62.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.25-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.25,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,13.75,19.25,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.25,4.0,54.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.25-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.25,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.0,19.25,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.75,4.0,57.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.25-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.25,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,14.25,19.25,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.25,4.0,61.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.25-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.25,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,9.0,4.0,15.5,10.5,14.5,19.25,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.75,4.0,64.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B-0.25-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,-0.25,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,9.25,4.25,15.5,10.5,14.75,19.25,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.25,4.0,68.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.00-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.0,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.0,19.5,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.0,4.0,60.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.00-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.0,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,14.25,19.5,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.5,4.0,63.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.00-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.0,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,9.0,4.0,15.5,10.5,14.5,19.5,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,67.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.00-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.0,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,9.25,4.25,15.5,10.5,14.75,19.5,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.5,4.0,70.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.00-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.0,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,9.5,4.5,15.5,10.5,15.0,19.5,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,74.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.25-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.25,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,14.25,19.75,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.25,4.0,54.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.25-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.25,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,14.5,19.75,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.75,4.0,57.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.25-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.25,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,14.75,19.75,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.25,4.0,61.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.25-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.25,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,9.0,4.0,15.5,10.5,15.0,19.75,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.75,4.0,64.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.25-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.25,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,9.25,4.25,15.5,10.5,15.25,19.75,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.25,4.0,68.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.50-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.5,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.0,3.0,15.5,10.5,14.5,20.0,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.5,4.0,48.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.50-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.5,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,14.75,20.0,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,52.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.50-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.5,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,15.0,20.0,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.5,4.0,55.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.50-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.5,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,15.25,20.0,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.0,4.0,59.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.50-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.5,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,9.0,4.0,15.5,10.5,15.5,20.0,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.5,4.0,62.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.75-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.75,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,7.75,2.75,15.5,10.5,14.75,20.25,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,6.75,4.0,42.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.75-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.75,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,8.0,3.0,15.5,10.5,15.0,20.25,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.25,4.0,46.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.75-D+3.50,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.75,0.0,2020_UNCHANGED,20.0,3.5,3.5,V008_BASELINE_INWARD,STANDARD_RESERVED,8.25,3.25,15.5,10.5,15.25,20.25,1.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.75,4.0,49.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.75-D+3.75,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.75,0.0,2020_UNCHANGED,20.0,3.75,3.75,V008_BASELINE_INWARD,STANDARD_RESERVED,8.5,3.5,15.5,10.5,15.5,20.25,0.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.25,4.0,53.25,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+0.75-D+4.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,0.75,0.0,2020_UNCHANGED,20.0,4.0,4.0,V008_BASELINE_INWARD,STANDARD_RESERVED,8.75,3.75,15.5,10.5,15.75,20.25,0.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,8.75,4.0,56.75,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+1.00-D+3.00,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,1.0,0.0,2020_UNCHANGED,20.0,3.0,3.0,V008_BASELINE_INWARD,STANDARD_RESERVED,7.5,2.5,15.5,10.5,15.0,20.5,2.0,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.0,4.0,37.0,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
S1-REF-B+1.00-D+3.25,STAGE_1_Y_POSITION_ONLY,REFINED_0.25_MM,1.0,0.0,2020_UNCHANGED,20.0,3.25,3.25,V008_BASELINE_INWARD,STANDARD_RESERVED,7.75,2.75,15.5,10.5,15.25,20.5,1.5,8.5,290.0,145.0,-145.0,0,0,0,0,0,8,7,0,7.5,4.0,40.5,FAIL,PTO_NOMINAL_LT_13;PTO_RESIDUAL_LT_8
