front_crossmember_center_y_mm,rear_crossmember_center_y_mm,front_fixed_clearance_mm,rear_fixed_clearance_mm,minimum_fixed_clearance_mm,front_service_clearance_mm,rear_service_clearance_mm,minimum_service_clearance_mm,frame_length_mm,hard_collision,hard_min_10_pass,target_15_pass,limiting_component,limiting_guard,limiting_service_operation,extra_length_relative_to_current_mockup_mm,status
-260.0,-55.0,-10.0,45.0,-10.0,-15.0,40.0,-15.0,245.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-260.0,-50.0,-10.0,50.0,-10.0,-15.0,45.0,-15.0,250.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-120.0,-15.0,-20.0,-20.0,-20.0,-25.0,-25.0,175.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-115.0,-15.0,-15.0,-15.0,-20.0,-20.0,-20.0,180.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-110.0,-15.0,-10.0,-15.0,-20.0,-15.0,-20.0,185.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-105.0,-15.0,-5.0,-15.0,-20.0,-10.0,-20.0,190.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-100.0,-15.0,0.0,-15.0,-20.0,-5.0,-20.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-95.0,-15.0,5.0,-15.0,-20.0,0.0,-20.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-90.0,-15.0,10.0,-15.0,-20.0,5.0,-20.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-85.0,-15.0,15.0,-15.0,-20.0,10.0,-20.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-80.0,-15.0,20.0,-15.0,-20.0,15.0,-20.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-75.0,-15.0,25.0,-15.0,-20.0,20.0,-20.0,220.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-70.0,-15.0,30.0,-15.0,-20.0,25.0,-20.0,225.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-65.0,-15.0,35.0,-15.0,-20.0,30.0,-20.0,230.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-60.0,-15.0,40.0,-15.0,-20.0,35.0,-20.0,235.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-55.0,-15.0,45.0,-15.0,-20.0,40.0,-20.0,240.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-255.0,-50.0,-15.0,50.0,-15.0,-20.0,45.0,-20.0,245.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-120.0,-20.0,-20.0,-20.0,-25.0,-25.0,-25.0,170.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-115.0,-20.0,-15.0,-20.0,-25.0,-20.0,-25.0,175.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-110.0,-20.0,-10.0,-20.0,-25.0,-15.0,-25.0,180.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-105.0,-20.0,-5.0,-20.0,-25.0,-10.0,-25.0,185.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-100.0,-20.0,0.0,-20.0,-25.0,-5.0,-25.0,190.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-95.0,-20.0,5.0,-20.0,-25.0,0.0,-25.0,195.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-90.0,-20.0,10.0,-20.0,-25.0,5.0,-25.0,200.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-85.0,-20.0,15.0,-20.0,-25.0,10.0,-25.0,205.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-80.0,-20.0,20.0,-20.0,-25.0,15.0,-25.0,210.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-75.0,-20.0,25.0,-20.0,-25.0,20.0,-25.0,215.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-70.0,-20.0,30.0,-20.0,-25.0,25.0,-25.0,220.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-65.0,-20.0,35.0,-20.0,-25.0,30.0,-25.0,225.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-60.0,-20.0,40.0,-20.0,-25.0,35.0,-25.0,230.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-55.0,-20.0,45.0,-20.0,-25.0,40.0,-25.0,235.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
-250.0,-50.0,-20.0,50.0,-20.0,-25.0,45.0,-25.0,240.0,YES,NO,NO,60T_FIXED_GUARD_PROXY,PULLEY_GUARD_5MM_MARGIN,BELT_REMOVAL_AND_GUARD_TOOL_SWEEP,MEASUREMENT_HOLD,SEARCHED
